1,1,1,1,1,1,1,1,1,1,0.01,x0.93
5,1,2,2,1,1,2,2,2,1,0.00,x0.87
6,1,3,3,2,1,3,3,1,2,0.01,x0.86
7,1,1,1,1,1,4,4,3,2,0.01,0.71
15,1,4,4,2,1,5,1,4,2,x0.08,x0.82
16,1,5,5,2,2,6,5,4,2,0.01,x0.83
18,1,6,6,2,1,7,6,5,2,0.01,x0.85
19,1,7,3,2,3,8,7,1,3,x0.04,x0.92
20,1,4,7,2,1,1,1,4,2,x0.12,0.79
22,1,9,9,2,1,9,6,7,2,x0.10,0.81
24,1,4,6,2,2,10,8,4,2,0.01,x0.81
25,1,10,10,2,1,1,1,1,1,0.01,0.74
26,1,11,3,1,1,3,9,4,3,0.01,0.78
29,1,12,11,2,1,11,10,1,2,0.01,0.74
30,1,4,12,1,1,3,11,1,2,0.01,x0.86
31,1,13,9,1,3,12,9,8,1,0.00,0.74
32,1,4,9,1,4,13,9,9,3,0.00,x0.88
33,1,7,13,2,1,1,12,3,3,0.01,x0.88
43,1,1,9,2,1,3,4,10,3,0.00,x0.86
44,1,14,7,2,1,14,2,11,1,0.00,x0.93
45,1,14,7,2,1,1,1,3,2,x0.05,x0.87
46,1,8,4,2,5,14,2,12,1,0.00,0.76
47,1,15,6,2,1,11,10,13,3,0.00,x0.84
48,1,1,6,1,6,3,3,1,2,0.01,0.67
49,1,1,14,2,2,4,13,11,2,0.00,0.72
50,1,1,14,2,2,15,14,1,2,0.01,0.73
51,1,1,14,2,1,6,13,11,3,0.00,0.57
52,1,16,2,2,4,9,6,1,2,0.01,0.71
53,1,13,5,2,2,6,15,4,2,0.01,0.69
54,1,15,4,2,1,11,10,14,1,0.00,0.69
55,1,17,7,3,1,1,16,7,1,0.01,0.60
56,1,9,9,1,7,16,10,1,1,0.01,0.51
57,1,12,3,2,2,6,17,3,1,0.01,x0.87
58,1,18,6,1,7,10,18,4,3,0.01,0.68
59,1,19,3,2,4,9,2,1,2,0.01,0.74
60,1,20,10,2,1,14,12,4,1,0.01,0.78
61,1,21,15,2,1,9,14,4,2,0.01,0.71
62,1,20,4,4,8,6,14,1,2,0.01,0.64
63,1,1,14,2,4,17,1,4,3,0.01,0.62
64,1,22,4,2,1,9,2,1,2,0.01,0.74
65,1,22,4,2,1,9,2,1,2,0.01,0.77
66,1,5,5,5,9,9,8,1,2,0.01,x0.82
67,1,10,10,2,1,1,19,1,1,0.01,0.76
68,1,10,10,2,7,9,10,1,2,0.01,0.73
69,1,1,1,1,1,16,20,1,2,0.01,0.58
71,1,21,10,6,1,11,10,1,1,0.01,0.77
72,1,23,16,6,1,9,8,1,2,0.01,x0.84
73,1,21,16,6,1,11,18,1,1,0.01,x0.82
74,1,14,7,2,2,18,21,3,4,0.01,0.78
75,1,16,15,1,1,6,18,1,2,0.01,0.72
76,1,24,4,1,1,9,2,3,2,0.01,0.73
77,1,24,4,1,1,9,2,3,2,0.01,x0.82
79,1,20,15,4,2,6,22,4,3,0.01,0.70
80,1,25,1,1,1,2,18,3,2,x0.02,0.79
81,1,26,1,1,10,3,3,1,2,0.01,x0.83
82,1,1,1,1,10,3,23,5,2,0.00,0.79
83,1,25,1,1,10,3,2,15,2,0.00,0.65
84,1,1,1,1,10,3,3,11,2,0.01,0.72
85,1,25,1,1,10,3,23,1,2,x0.03,x0.81
86,1,25,1,1,11,9,18,1,2,x0.03,0.62
87,1,25,1,7,10,3,23,16,2,0.00,0.78
88,1,25,1,8,10,3,23,17,2,0.00,0.63
89,1,27,1,1,10,3,23,1,2,x0.03,0.64
90,1,27,1,1,1,11,10,1,2,x0.03,0.79
91,1,1,1,1,1,6,18,11,2,0.00,0.79
92,1,27,1,1,4,1,23,1,2,x0.02,0.72
93,1,25,1,1,1,2,18,1,1,x0.03,0.79
94,1,25,1,1,1,2,18,1,1,x0.03,0.71
95,1,25,1,1,1,11,10,1,2,x0.03,0.77
96,1,27,1,1,4,1,23,1,2,x0.03,0.75
97,1,10,10,1,1,3,3,1,2,0.01,0.80
98,1,1,1,1,1,9,2,4,2,0.01,0.74
99,1,1,1,1,2,6,16,1,2,0.01,0.72
100,1,21,6,2,2,6,16,4,2,0.01,0.71
101,1,28,16,4,9,15,2,1,2,0.01,0.72
102,1,29,17,2,2,6,13,3,2,0.01,0.74
103,1,30,4,2,7,9,16,1,4,x0.04,0.73
104,1,1,18,2,7,9,24,18,1,0.01,0.71
105,1,31,4,2,9,9,13,4,2,0.01,0.59
107,1,14,7,2,7,9,16,1,2,0.01,0.71
108,1,14,7,8,7,16,9,11,2,0.00,0.72
109,1,10,10,1,7,9,18,4,2,0.01,0.65
111,1,32,19,1,4,1,1,3,5,x0.03,0.65
112,1,33,4,1,1,19,3,19,2,0.00,x0.37
113,1,24,15,1,1,10,10,4,2,0.01,0.73
114,1,16,9,2,2,18,25,20,2,0.01,0.81
115,1,34,4,1,7,9,16,3,2,0.01,0.65
116,1,4,4,1,7,9,13,4,2,0.01,0.67
117,1,34,4,1,7,9,16,21,2,0.00,0.72
118,1,34,4,1,7,9,16,11,2,0.00,0.65
119,1,35,4,4,2,6,13,19,2,0.01,0.61
120,1,4,11,2,9,9,2,1,2,0.01,0.78
121,1,14,2,2,1,1,1,1,2,x0.03,x0.86
122,1,30,11,2,12,9,26,1,2,x0.03,x0.82
123,1,4,18,2,7,16,14,4,2,x0.03,0.77
125,1,20,4,1,2,10,8,1,2,0.01,0.60
126,1,20,4,1,2,6,13,1,2,0.01,0.66
127,1,36,10,3,1,9,16,3,2,0.01,0.67
129,1,4,18,2,7,9,26,4,1,x0.03,0.76
132,1,19,11,2,1,9,2,1,2,x0.03,0.77
133,1,28,4,4,2,19,13,1,3,0.01,0.56
134,1,12,3,2,1,20,20,1,1,0.01,0.74
135,1,4,18,2,2,21,25,4,2,x0.04,x0.84
136,1,8,19,2,1,1,25,4,2,x0.03,x0.88
143,1,37,20,2,13,6,14,1,2,0.01,0.66
144,1,13,8,4,3,10,27,1,4,0.01,0.69
145,1,4,5,2,2,6,13,1,2,0.01,0.76
146,1,38,4,1,4,9,2,1,3,0.01,0.64
147,1,20,6,4,3,10,27,4,3,0.01,0.71
149,1,1,5,2,1,22,26,1,2,0.01,0.68
150,1,14,9,1,1,11,7,1,1,x0.03,0.78
151,1,39,8,2,1,3,1,22,3,0.00,0.68
152,1,40,10,1,1,3,28,4,1,0.01,0.71
153,1,41,18,7,1,1,16,3,2,x0.02,x0.83
154,1,4,15,2,1,1,1,4,2,x0.04,0.79
155,1,21,3,2,1,6,16,23,1,0.00,0.61
156,1,1,3,2,1,23,2,1,3,0.01,0.74
157,1,24,15,2,2,19,16,4,2,0.01,0.67
158,1,42,11,6,9,6,13,1,2,0.01,0.73
159,1,21,5,2,7,16,24,4,2,0.01,0.57
160,1,34,4,1,7,6,16,3,1,0.01,0.78
161,1,10,10,2,1,9,19,1,1,0.01,0.72
162,1,43,3,2,2,16,29,1,4,0.01,0.67
163,1,44,18,3,7,9,16,24,5,0.01,0.59
164,1,45,4,1,1,1,16,25,2,0.00,x0.93
165,1,46,2,1,1,6,18,4,2,0.01,0.74
166,1,10,10,9,14,12,30,26,2,0.01,0.75
